subject_id,session_id,cjv,cnr,efc,fber,fwhm_avg,fwhm_x,fwhm_y,fwhm_z,icvs_csf,icvs_gm,icvs_wm,inu_med,inu_range,qi_1,qi_2,rpve_csf,rpve_gm,rpve_wm,size_x,size_y,size_z,snr_csf,snr_gm,snr_total,snr_wm,snrd_csf,snrd_gm,snrd_total,snrd_wm,spacing_x,spacing_y,spacing_z,summary_bg_k,summary_bg_mad,summary_bg_mean,summary_bg_median,summary_bg_n,summary_bg_p05,summary_bg_p95,summary_bg_stdv,summary_csf_k,summary_csf_mad,summary_csf_mean,summary_csf_median,summary_csf_n,summary_csf_p05,summary_csf_p95,summary_csf_stdv,summary_gm_k,summary_gm_mad,summary_gm_mean,summary_gm_median,summary_gm_n,summary_gm_p05,summary_gm_p95,summary_gm_stdv,summary_wm_k,summary_wm_mad,summary_wm_mean,summary_wm_median,summary_wm_n,summary_wm_p05,summary_wm_p95,summary_wm_stdv,tpm_overlap_csf,tpm_overlap_gm,tpm_overlap_wm,wm2max
001,ControlPre,0.2919847893289253,4.403354536269154,0.6448894446524743,50.46220779418945,3.5544466666666668,3.5288,3.76836,3.36618,0.18243266312257223,0.48570690250525644,0.33186043437217133,1.737154245376587,0.308329504728317,0.0,0.00041375304396148527,25.496189830390218,11.130915774728104,18.37446597539604,180,256,256,2.2085307481204524,10.032784056088355,8.827679996973332,14.24172518671119,9.721671136461845,23.51034278809644,24.37658720165744,39.897747680414035,1.0,1.0,1.0,1.9088351055497172,16.42047119140625,61.409061431884766,59.297794342041016,2715533.0,36.642669677734375,93.68360443115235,17.91254425048828,0.6261596776305836,119.56925964355469,258.0820617675781,243.6659393310547,8669.0,105.44785919189454,445.8624328613281,110.32306671142578,0.08226416420373761,57.3530158996582,587.755126953125,589.2680053710938,44207.0,488.5380035400391,682.3504150390625,58.73358154296875,0.4809474086583303,62.576011657714844,991.056396484375,1000.0052490234375,179094.0,859.5922668457031,1091.549609375,70.21638488769531,0.21211162209510803,0.5316020846366882,0.5210331082344055,0.559928055372171
002,ControlPre,0.3079055244752297,4.211956746615294,0.600190671340372,82.5101089477539,3.9742433333333334,3.76495,4.20098,3.9568,0.21255575404803118,0.4468553892889467,0.3405888566630222,1.0878535509109497,0.3329602390527726,0.0,0.000773922181914409,21.07737863096012,10.916126168827558,16.9321441847481,180,256,256,2.311606961901501,9.954209012365656,10.255315555117683,18.500130691085893,10.634591928066468,24.15443136482654,24.21482001363199,37.85543674800295,1.0,1.0,1.0,1.49787509574276,17.306617736816406,56.893802642822266,54.150733947753906,2839324.0,31.81832427978516,91.55409774780276,18.795127868652344,-0.30796533981518603,141.1809844970703,288.9930419921875,280.93206787109375,16895.0,109.72936477661133,487.6003814697266,121.52747344970703,0.2612708731751905,61.48274612426758,639.1170654296875,638.0831909179688,41433.0,535.3977661132812,746.6407104492188,64.10107421875,0.6919136207811367,49.95964050292969,1000.5260009765625,1000.0201416015625,213097.0,912.1567626953125,1089.0669921875,54.05463409423828,0.21813024580478668,0.5326378345489502,0.5628867149353027,0.6340922461881986
005,ExercisePre,0.3109775297599153,4.060897078301772,0.6275616199893161,53.081050872802734,4.119646666666667,3.87569,4.34012,4.14313,0.21994285041441,0.43340286434169323,0.34665428524389674,1.3858799934387207,0.33494729995727535,0.00026123365593892626,0.0006252855071692335,20.05086385554177,10.76854435985026,16.17173126907776,180,256,256,2.3847117264860134,9.662482587765522,9.273038493151349,15.771921165202514,7.708504264961491,18.849939478990816,19.1205727053781,30.803274372181992,1.0,1.0,1.0,7.997107121111377,21.268693923950195,69.39460754394531,61.049007415771484,2641383.0,35.77230377197266,133.87490692138672,33.17574691772461,-0.029572520110460854,113.32952117919922,260.4688720703125,250.25296020507812,25306.0,108.31736946105957,441.52423095703125,104.9384765625,0.02765670587699587,62.767311096191406,611.0219116210938,611.9544067382812,32210.0,504.86204528808594,714.1699371337891,63.33205795288086,0.7010806436462329,57.910438537597656,999.46630859375,1000.0137939453125,222107.0,891.8879272460937,1101.4390380859375,63.40454864501953,0.22168435156345367,0.5236702561378479,0.56402587890625,0.5097489927081311
008,ControlPre,0.3324987535459469,3.8050758169445893,0.6176265227041637,66.80757904052734,4.080743333333333,3.83667,4.29598,4.10958,0.2131268249349136,0.4364072287120541,0.3504659463530323,1.083238124847412,0.39807548224926004,0.0,0.0006307861155423974,23.55017827286828,12.143958650898675,17.650132627194683,180,256,256,2.657015059492863,10.138243844442123,9.534402000675842,15.807947098092539,10.241192312164435,21.16399860031323,21.4059135643593,32.812549780600236,1.0,1.0,1.0,4.85485162308115,19.96648406982422,66.56134796142578,61.55760955810547,3176428.0,36.374216651916505,114.5195457458496,25.598512649536133,0.09661415739572199,127.89640808105469,319.3908996582031,312.119140625,21674.0,144.73486938476563,515.9854248046875,117.46713256835938,0.24649208956905078,60.888492584228516,646.134765625,645.01171875,29605.0,542.1775756835938,753.3183959960938,63.620567321777344,0.8889838284314386,57.152217864990234,1002.2200317382812,1000.022705078125,192981.0,901.1056518554688,1109.0938720703125,63.26059341430664,0.20938898622989655,0.5231320261955261,0.5606870651245117,0.656777347636315
008,ExercisePre,0.3324987535459469,3.8050758169445893,0.6176265227041637,66.80757904052734,4.080743333333333,3.83667,4.29598,4.10958,0.2131268249349136,0.4364072287120541,0.3504659463530323,1.083238124847412,0.39807548224926004,0.0,0.0006307861155423974,23.55017827286828,12.143958650898675,17.650132627194683,180,256,256,2.657015059492863,10.138243844442123,9.534402000675842,15.807947098092539,10.241192312164435,21.16399860031323,21.4059135643593,32.812549780600236,1.0,1.0,1.0,4.85485162308115,19.96648406982422,66.56134796142578,61.55760955810547,3176428.0,36.374216651916505,114.5195457458496,25.598512649536133,0.09661415739572199,127.89640808105469,319.3908996582031,312.119140625,21674.0,144.73486938476563,515.9854248046875,117.46713256835938,0.24649208956905078,60.888492584228516,646.134765625,645.01171875,29605.0,542.1775756835938,753.3183959960938,63.620567321777344,0.8889838284314386,57.152217864990234,1002.2200317382812,1000.022705078125,192981.0,901.1056518554688,1109.0938720703125,63.26059341430664,0.20938898622989655,0.5231320261955261,0.5606870651245117,0.656777347636315
009,ControlPre,0.3003496779500642,4.145767963813645,0.59546996101936,95.78917694091797,3.9080833333333334,3.78913,4.06827,3.86685,0.1904469506555089,0.4749147260524582,0.3346383232920329,0.8567721843719482,0.3194250464439392,0.0,0.0005330136519021189,25.711449640303577,11.77002130351584,18.680322221548845,180,256,256,2.38307896868315,10.640416721025712,10.058387400791954,17.151666512667,13.718371624329741,29.318006236628435,29.48549432776691,45.42010512234256,1.0,1.0,1.0,1.35698488820882,14.424042701721191,52.061981201171875,50.60347366333008,2789638.0,30.34277477264404,78.90956916809081,15.268516540527344,0.060309513207471355,138.7420654296875,312.7716979980469,302.035400390625,15418.0,128.53237686157226,526.9536529541015,126.73755645751953,0.3165577758136586,57.84664535522461,647.39892578125,645.4902954101562,50331.0,551.0151672363281,751.3914794921875,60.66340255737305,0.8033812174011796,48.63259506225586,993.0557250976562,1000.0078735351562,188259.0,877.8737670898437,1075.886181640625,58.30367660522461,0.21534916758537292,0.5391786694526672,0.5492941737174988,0.6443694825676778
009,ExercisePre,0.3003496779500642,4.145767963813645,0.59546996101936,95.78917694091797,3.9080833333333334,3.78913,4.06827,3.86685,0.1904469506555089,0.4749147260524582,0.3346383232920329,0.8567721843719482,0.3194250464439392,0.0,0.0005330136519021189,25.711449640303577,11.77002130351584,18.680322221548845,180,256,256,2.38307896868315,10.640416721025712,10.058387400791954,17.151666512667,13.718371624329741,29.318006236628435,29.48549432776691,45.42010512234256,1.0,1.0,1.0,1.35698488820882,14.424042701721191,52.061981201171875,50.60347366333008,2789638.0,30.34277477264404,78.90956916809081,15.268516540527344,0.060309513207471355,138.7420654296875,312.7716979980469,302.035400390625,15418.0,128.53237686157226,526.9536529541015,126.73755645751953,0.3165577758136586,57.84664535522461,647.39892578125,645.4902954101562,50331.0,551.0151672363281,751.3914794921875,60.66340255737305,0.8033812174011796,48.63259506225586,993.0557250976562,1000.0078735351562,188259.0,877.8737670898437,1075.886181640625,58.30367660522461,0.21534916758537292,0.5391786694526672,0.5492941737174988,0.6443694825676778
010,ControlPre,0.2916830062545831,4.334370341628646,0.5949722752549861,74.21919250488281,3.89507,3.72487,4.21227,3.74807,0.19500925237424657,0.4768534537621267,0.3281372938636268,1.046762228012085,0.3684720635414125,0.0,0.0005267087366391189,27.755968484221956,12.878761196228476,20.697192154424442,180,256,256,2.2083406042470894,10.4911872775184,9.76669776880867,16.600565424660523,10.811105970612077,23.652835814205964,24.11723872853891,37.88777440079869,1.0,1.0,1.0,1.455133332710882,17.29183578491211,59.58869552612305,57.554264068603516,2890487.0,33.89585151672364,92.61598052978515,18.55511474609375,1.4775179517516008,128.6802978515625,300.0755615234375,285.35107421875,10342.0,117.98013877868654,523.513037109375,129.2089080810547,0.3565522313272873,56.835227966308594,626.299072265625,624.2989501953125,34707.0,532.217694091797,727.8934143066406,59.50613021850586,1.6625612812214934,52.756080627441406,999.5112915039062,1000.01953125,155508.0,899.0478088378907,1094.6364013671875,60.23989486694336,0.2029138207435608,0.5355764627456665,0.5373735427856445,0.6639964850528183
010,ExercisePre,0.294508595967264,4.34733278751667,0.6006259940135095,71.59132385253906,3.892146666666667,3.76038,4.17034,3.74572,0.20053494278170247,0.46967696232020406,0.32978809489809346,1.0863101482391357,0.39585917592048636,0.0,0.0005486267886677623,27.236307180947016,13.124681925224486,21.223621357148808,180,256,256,2.2531326059388803,10.319131277181839,9.906636160094658,17.147644597163254,10.91321882163503,24.37472283153811,24.742220865499988,38.93872094332682,1.0,1.0,1.0,1.1050510053820393,16.824932098388672,59.197872161865234,57.16649627685547,2947596.0,34.2945671081543,91.43732452392578,17.929868698120117,-0.029382375473565148,134.855712890625,292.4664001464844,280.26861572265625,8944.0,111.3714973449707,505.40397644042974,124.3836898803711,0.22288162231693542,57.84809112548828,627.1498413085938,625.981201171875,29056.0,529.1339416503906,730.3463134765625,60.661155700683594,1.4246900065488726,52.30588912963867,998.090576171875,1000.007568359375,153699.0,898.3248046875,1087.7540527343751,58.317298889160156,0.2034771740436554,0.5275136828422546,0.5352588295936584,0.6838831743426766
012,ControlPre,0.38921056057479997,3.307744536994336,0.6241919887710484,68.98210906982422,4.022476666666666,3.78949,4.23091,4.04703,0.21419742995093366,0.44323862374341666,0.3425639463056497,1.2325478792190552,0.4094424009323119,0.0,0.0008282269361917365,22.82927810332001,11.635693469918595,17.116183531766353,180,256,256,2.8369287572772923,10.493379279933539,9.002798995301559,13.678088948693842,10.258478283548978,20.264027888496564,20.313338831992535,30.417510323932063,1.0,1.0,1.0,3.4666177450806774,21.53864288330078,68.47086334228516,61.838287353515625,2494932.0,35.925848197937015,125.1692371368408,28.434980392456055,0.17300674055742427,123.60928344726562,337.665283203125,337.263671875,20288.0,147.0614311218262,527.8788818359372,118.88044738769531,0.23325949821669223,61.47722625732422,667.3961791992188,666.2119140625,32207.0,565.2365173339844,775.0438537597655,63.48780059814453,0.8553126044935433,68.44583892822266,1005.130615234375,1000.023681640625,190564.0,894.1578247070313,1133.050634765625,73.11116790771484,0.19148726761341095,0.5133432149887085,0.5348528027534485,0.5379079381420895
012,ExercisePre,0.2724223350553349,4.732856686791631,0.5814632882187206,109.86537170410156,3.8503899999999995,3.73128,4.0923,3.72759,0.20424798739028957,0.4615979580131284,0.33415405459658204,0.9766010046005249,0.2818305402994158,0.0,0.001469807622817368,22.98211678975719,11.46497929494085,18.59329210328777,180,256,256,2.8374204250877995,10.558357416202186,11.513304140286566,21.144134579569716,16.306600017442243,30.37949599977327,31.590468481187298,48.08530942634638,1.0,1.0,1.0,2.5211495849368886,13.624549865722656,49.83246994018555,47.8104362487793,2875368.0,29.280004215240478,77.29500312805175,15.352051734924316,3.583556132836649,125.9216079711914,329.7804870605469,339.120361328125,12634.0,131.0475196838379,504.0231781005858,119.51240539550781,0.23705210101340235,57.537391662597656,633.0274047851562,631.7874755859375,45234.0,534.9226684570312,733.9165710449219,59.837005615234375,0.8641903240028377,42.773719787597656,998.148193359375,1000.006591796875,185868.0,916.2882507324218,1072.1559143066406,47.29462432861328,0.20519588887691498,0.5318025350570679,0.5410726070404053,0.6032618308371216
014,ControlPre,0.2722076737141064,4.645146122379485,0.5649756877944814,95.2838363647461,3.7958233333333333,3.67904,4.02479,3.68364,0.2022370744764943,0.46321691430403267,0.334546011219473,1.1219723224639893,0.327939224243164,0.0,0.0007390411446331779,29.33756889045947,14.298433842278271,22.868661810451588,180,256,256,2.4537864862974565,10.394378603925764,10.556051648786491,18.819989856136253,13.756204772938155,31.012774027308833,31.52598952112382,49.80898976312447,1.0,1.0,1.0,0.9445973236201719,13.153180122375488,49.8298454284668,48.599735260009766,2936683.0,30.064423179626466,73.98093795776366,13.726670265197754,-0.07861302309525486,126.40147399902344,281.444091796875,276.1834716796875,8122.0,111.48371505737305,465.75429687499997,112.54706573486328,0.2355882602283863,57.830718994140625,623.3633422851562,622.643798828125,29727.0,525.7082946777343,724.4738586425781,59.90096664428711,1.4170340838813429,44.89278793334961,996.3038940429688,1000.015625,142606.0,899.0380554199219,1075.140380859375,53.13563537597656,0.2217210829257965,0.5399011373519897,0.5500774383544922,0.6167959566872456
014,ExercisePre,0.26459356205142853,4.753817046907553,0.5666938650827731,102.44223022460938,3.8352766666666667,3.71191,4.01543,3.77849,0.19458937313410582,0.4728804133488044,0.33253021351708983,1.1470003128051758,0.3131332993507385,0.0,0.0005613989548261594,30.128007657610137,14.172842963794595,22.83359718352095,180,256,256,2.464562111453183,10.671629730475182,10.557492868263026,18.536286762860712,14.08377792580835,31.548866978823945,32.21658540514742,51.017111310809966,1.0,1.0,1.0,0.73251550119629,12.841580390930176,50.010013580322266,48.9879264831543,3012501.0,30.592838287353516,73.11499786376953,13.246988296508789,0.40638290638274777,122.57891845703125,282.5616760253906,276.0615539550781,8768.0,117.33593673706055,465.72814178466797,112.00602722167969,0.41049977785764913,55.709022521972656,619.580810546875,618.4014892578125,33768.0,527.7219879150391,717.9418487548828,57.94731903076172,1.4461784159918771,45.261085510253906,994.5759887695312,1000.0060424804688,143676.0,892.3433685302734,1071.5409240722656,53.9483757019043,0.221213698387146,0.5406021475791931,0.5441676378250122,0.5998018771187853
017,ControlPre,0.266335712324565,4.31804083399006,0.589942853769926,108.29917907714844,3.83091,3.58979,4.15283,3.75011,0.19813602692354929,0.466639289098557,0.3352246839778937,0.9931334257125854,0.3183633357286455,0.0,0.0006820328643303327,22.37687695166574,10.689375078981037,17.123576995498176,180,256,256,2.3816590606189902,10.386326755768625,8.99236053552906,14.209095790199566,14.350519278665631,29.61852002942689,31.06019152598724,49.2115352698692,1.0,1.0,1.0,1.0332292745151985,13.312738418579102,47.264923095703125,46.012290954589844,2777299.0,27.510950660705564,71.43453521728516,13.809713363647461,-0.26295680117931974,146.07156372070312,289.8341064453125,291.610595703125,12737.0,111.39846343994141,485.38677978515625,122.435302734375,0.04547241649651568,57.58919906616211,602.7405395507812,601.8649291992188,41121.0,508.4110412597656,698.8953857421875,57.94710922241211,1.5023165719867944,48.449981689453125,986.1085205078125,1000.0059814453125,192486.0,831.1702423095703,1074.0186767578125,70.37769317626953,0.19485361874103546,0.5110290050506592,0.5083010792732239,0.614719678166579
017,ExercisePre,0.2693994115969149,4.777413824034297,0.5900842108689666,105.775634765625,3.7758300000000005,3.4956,4.09205,3.73984,0.17748179444708526,0.48423823841681224,0.33827996713610253,0.9885095357894897,0.3478137254714966,0.0,0.0006959910199092297,24.542969774954713,10.482949744379466,16.787952730152174,180,256,256,2.0827501238173336,9.894369971948361,10.373536759959402,19.143490184112512,12.237819996032304,29.90119649563193,30.416442676853553,49.11031153889643,1.0,1.0,1.0,0.6467746316604561,13.340219497680664,48.207393646240234,47.05032730102539,2600335.0,28.32278747558594,72.26354904174804,13.709546089172363,3.006247309391937,120.60350036621094,270.8099060058594,249.1927032470703,13237.0,110.13466339111329,481.83045043945305,119.64147186279297,0.16378258702875925,60.13751220703125,610.1122436523438,608.8633422851562,49168.0,510.8986480712891,713.7062072753906,61.53571701049805,1.1551804587890278,45.23692321777344,996.456298828125,1000.0090942382812,194259.0,900.2196350097656,1074.0316162109375,52.23741912841797,0.20185938477516174,0.5209564566612244,0.5113101005554199,0.6152888774538439
018,ControlPre,0.2901724577363984,4.43143804449505,0.5646150408085469,125.7272720336914,4.0383000000000004,3.71334,4.42163,3.97993,0.1865994920666842,0.4726011602592309,0.34079934767408493,0.7300113439559937,0.25987269878387453,0.0,0.0034592146993817777,28.451770567505164,12.999137393542966,20.526039897612236,180,256,256,2.493083973290392,10.577755358031482,11.167520705593972,20.431722785460043,16.88435940048112,32.1798454076026,32.92411612905376,49.70814357907755,1.0,1.0,1.0,1.032512214567081,13.179736137390137,47.19697952270508,46.035797119140625,2698428.0,27.148850440979004,71.4215606689453,13.816766738891602,0.9268419019476082,147.58303833007812,350.24127197265625,339.671875,15049.0,162.28333740234376,572.7204589843745,136.2411346435547,0.27582140268471056,58.24163818359375,649.517822265625,647.3795166015625,49071.0,552.38720703125,755.0038146972656,61.201351165771484,0.7235471603175254,44.080814361572266,997.5245361328125,1000.005859375,174651.0,909.8424377441406,1072.8368530273438,48.94364547729492,0.19884416460990906,0.5327592492103577,0.5413821339607239,0.7289432302592639
018,ExercisePre,0.3094352285603724,4.159010863900912,0.5814633592205587,96.35266876220703,4.048233333333333,3.70177,4.49117,3.95176,0.2060129750338058,0.45402605660558515,0.3399609683606091,0.8476404547691345,0.28940606713295003,0.0,0.0028658824256086253,26.05318670254473,13.158283358787614,20.595870507085706,180,256,256,2.4946806154300094,10.581438831164235,10.7669427599646,19.224708833299555,15.420286911528516,29.92237733598004,30.2931170825253,45.536687000067346,1.0,1.0,1.0,1.5107371001007603,14.387215614318848,53.664276123046875,52.454933166503906,2908113.0,31.65931053161621,80.14055175781249,15.343666076660156,0.5496045925400987,143.46372985839844,346.5785217285156,338.639404296875,12543.0,145.96975860595705,572.8198181152343,135.7391815185547,0.1808590598780775,59.578369140625,658.5513916015625,657.1146240234375,40786.0,558.6318359375,763.9722290039062,62.09992599487305,0.9355010997308311,46.52705383300781,999.97900390625,1000.014892578125,173652.0,913.3709136962891,1084.1567932128905,52.01701736450195,0.20381298661231995,0.5278275609016418,0.543171226978302,0.7406558452195066
019,ControlPre,0.3359341123705777,3.6768672321173326,0.6133562627192375,61.76721954345703,4.051713333333333,3.90332,4.18085,4.07097,0.21515369032435425,0.44400024845035957,0.34084606122528616,1.1331738233566284,0.3612121343612671,0.0,0.0007174576911281416,25.099710526824012,12.965197741626836,19.522876078462748,180,256,256,2.2160354381570544,10.135212660068671,9.079468976995036,14.887158832759386,7.672607145543887,18.740679116198347,18.5531108962491,29.246046427005066,1.0,1.0,1.0,5.768125780284288,22.401409149169922,72.31745910644531,64.70606231689453,2886801.0,37.50921630859375,135.3386688232422,32.16948318481445,0.07207915901372086,120.94644165039062,277.5545349121094,262.35333251953125,16350.0,109.8349594116211,490.79002532958987,118.38497924804688,0.11704122363439984,61.523921966552734,640.2453002929688,640.8095092773438,23755.0,536.0684631347656,744.8353576660156,63.22472381591797,1.4370874996778245,59.14876174926758,1003.3428344726562,1000.0248413085938,169036.0,898.6393585205078,1117.5265502929688,67.17345428466797,0.22100543975830078,0.52545565366745,0.5605771541595459,0.6441386214044443
019,ExercisePre,0.3349237136979798,3.80330620303583,0.6092073090201912,62.415802001953125,4.0116233333333335,3.90294,4.14316,3.98877,0.222110804101084,0.44012466691654933,0.33776452898236664,1.2773739099502563,0.36435792446136483,0.0,0.000671408356266929,24.35228131696052,12.905867704280155,19.40578542937491,180,256,256,2.428279951674083,10.131253251196553,8.89982801895934,14.139950854007385,10.438644909723559,23.419817670455082,23.609415728456565,36.969784605191045,1.0,1.0,1.0,1.794461262483468,17.72134780883789,66.57316589355469,64.48492431640625,3088568.0,39.75108413696289,100.81667137145995,19.38036346435547,-0.19805453114443283,125.87403106689453,289.63726806640625,282.3638916015625,15552.0,113.08110694885255,486.949087524414,116.27770233154297,0.1387881745314825,61.032920837402344,632.572021484375,633.5028076171875,25456.0,528.8382415771484,733.6737976074219,62.5283317565918,1.8851792857341216,61.72489929199219,1002.9365234375,1000.0275268554688,170416.0,892.2814025878906,1121.0283203125,70.72334289550781,0.21613501012325287,0.5216102600097656,0.5647225975990295,0.6497572389052793
020,ControlPre,0.24972415046729027,4.995332472478641,0.5677361144951352,105.6996841430664,3.69961,3.54661,3.93786,3.61436,0.15913476829332704,0.5134462169510722,0.3274190147556008,1.092482566833496,0.3259128987789155,0.0,0.000664616122816759,33.83828015202629,12.63328756991934,20.860744915287423,180,256,256,2.036789829884126,10.98047721776065,9.748623196090946,16.228602540628064,12.713122985590102,28.790904278370643,30.186048127108283,49.05411711736411,1.0,1.0,1.0,0.6777492595987575,13.355525970458984,50.75455093383789,49.82073211669922,3063004.0,30.72521238327026,74.2076587677002,13.571340560913086,0.05535881155114408,146.01426696777344,277.17547607421875,259.1680908203125,9087.0,106.7512435913086,493.797619628906,127.23641204833984,0.3324827085060762,51.15375900268555,588.77880859375,586.9276733398438,55555.0,503.5295989990234,679.2027770996094,53.451446533203125,0.5951047237539102,52.00310516357422,990.2911987304688,1000.0109252929688,155478.0,869.1825225830078,1076.2530151367187,61.62007522583008,0.21521104872226715,0.5511982440948486,0.5416935086250305,0.6261076928400167
020,ExercisePre,0.2538738412334193,5.021967969709653,0.5713787310774954,99.83003234863281,3.667683333333333,3.60272,3.8528,3.54753,0.15945845176986767,0.5116810152157788,0.3288605330143535,1.1044912338256836,0.34009801745414725,0.0,0.0006213054873516128,34.39913274107803,12.938781017917453,21.41644679622578,180,256,256,2.0856520425772396,10.678088370960129,10.352172184574313,18.292776140185566,12.73418929952114,29.8865217183013,30.800249639885383,49.78003790183371,1.0,1.0,1.0,0.6631698193831022,13.160776138305664,50.68353271484375,49.81511688232422,2600496.0,30.59009885787964,74.0329532623291,13.520787239074707,4.407007400418474,132.6105499267578,275.61431884765625,255.81210327148438,8045.0,108.85134735107422,478.52994384765617,122.64567565917969,0.42172640851930643,53.31341552734375,602.5692138671875,600.3785400390625,50279.0,514.3632690429688,698.9183898925781,56.22472381591797,0.8852708836471943,48.142948150634766,994.5484008789062,1000.0115356445312,149419.0,892.7666015625,1074.5420043945312,54.66683578491211,0.21720130741596222,0.5525786876678467,0.5414729714393616,0.6161788136626166
022,ControlPre,0.29038598554782885,4.351738420509524,0.5996037632297861,81.29347229003906,3.85759,3.79442,4.05932,3.71903,0.21228864452202484,0.4562967098385878,0.3314146456393874,1.209787368774414,0.3207189321517945,0.0,0.0006915750988185449,26.812571721757376,13.613594262155997,21.542453670951204,180,256,256,2.8307251120944175,10.572644794521809,11.081608775099753,19.84145641868303,14.509922666705357,31.91937121200417,31.867582995180797,49.17345510683287,1.0,1.0,1.0,0.8674862205646927,13.323065757751465,53.508426666259766,52.53120803833008,3084008.0,33.13413581848145,77.5336009979248,13.849737167358398,0.5659689806473174,102.39579010009766,309.6902770996094,295.0784912109375,18471.0,161.04680633544922,495.1830291748047,104.23848724365234,0.16599631645930435,59.391685485839844,650.6831665039062,649.1226806640625,29849.0,551.6877563476563,754.8654663085936,61.39540481567383,1.1227244812438677,42.50029754638672,993.639404296875,1000.00732421875,156806.0,895.7222595214844,1064.2211303710938,50.39973449707031,0.2201777994632721,0.5344631671905518,0.546205461025238,0.5950146479178489
023,ControlPre,0.2780051535577345,4.388482124988936,0.5789360024920038,99.89046478271484,4.0087,3.99685,4.14073,3.88852,0.20388261103848623,0.4570302415739375,0.3390871473875763,1.0001320838928223,0.3224980443716049,0.0,0.002692653296622002,24.024768858248134,11.861617373776197,18.619335044868176,180,256,256,2.9854053000176655,11.103447693039852,10.075066985890652,16.136347964614444,15.415763852972216,28.98704532196747,30.23188487295206,46.2928454439165,1.0,1.0,1.0,2.298505735024757,14.152029991149902,50.98088836669922,49.24546813964844,2977954.0,29.856753635406495,77.96519737243652,15.355896949768066,-0.28429477356318733,122.42449951171875,328.7079772949219,333.0060119628906,14437.0,146.6485107421875,500.12712402343726,111.5407943725586,0.31309814586487716,53.958885192871094,626.2444458007812,626.1681518554688,42395.0,533.3002075195313,718.2019775390625,56.39336395263672,0.8568130591292751,49.9688720703125,989.9609985351562,1000.0020751953125,188235.0,865.6685668945313,1074.1946533203125,61.97185516357422,0.19970948994159698,0.5310162901878357,0.545877993106842,0.5791180014013753
023,ExercisePre,0.3267451842579852,3.828012914471337,0.6067886115038116,83.96290588378906,4.2032066666666665,4.14975,4.2988,4.16107,0.20784030519538949,0.4468774790494629,0.34528221575514767,1.101635217666626,0.37921770513057695,0.00012816164379565758,0.0007718482357756324,24.440468851547756,12.196139806706636,18.0696340654083,180,256,256,3.2557411159259373,11.458982914990353,10.408102622640484,16.509583837005163,13.795992173371515,25.07849671836493,25.631622194785024,38.02037769261863,1.0,1.0,1.0,16.28125674450957,17.231569290161133,61.76039505004883,54.255027770996094,2992978.0,32.924631881713864,117.72068443298335,30.412818908691406,-0.11203241448266965,116.22804260253906,358.3309326171875,362.8658142089844,24222.0,173.96062698364258,531.2387573242188,111.45183563232422,0.36057050722385364,55.19824981689453,660.7202758789062,659.6212158203125,41206.0,567.5628204345703,756.7674865722656,57.56298065185547,0.5971349815884812,56.026058197021484,1000.342041015625,1000.02197265625,192168.0,899.5626007080078,1100.0161865234377,60.572052001953125,0.19666606187820435,0.5211575627326965,0.5409469604492188,0.5358867839629546
